edades_train,pred_train
24.0,39.24875723982037
44.0,43.230329286733465
64.37,62.270718174374004
18.15,39.818812209984145
21.0,30.496282370621508
75.0,74.78421701093
83.33,73.07196665415591
80.0,70.34347339029708
42.0,50.77194369458921
77.0,69.73131959278159
38.0,39.315110015018774
32.57,42.38641813252582
29.28,45.11264406746002
71.04,69.32488460836262
71.0,66.86427146973313
68.0,48.517327892335324
79.85,63.28902545951222
33.0,38.58427629076737
53.0,46.2408368418516
19.0,26.964828896543413
21.0,32.81163153172376
21.4,36.29179347187783
70.0,53.93754120959505
73.0,66.32425867972592
71.0,54.618235655629746
26.0,46.964319593009115
29.34,35.43420227315549
50.6,54.654143593582845
45.0,35.320050806458966
23.0,25.71141641258454
58.0,40.21487188349069
26.36,28.957162507485517
22.0,36.250835019799936
38.0,35.58682043686401
24.0,23.360815170098473
18.0,28.19803414238301
45.8,46.855340078453466
65.0,54.25019926322456
53.74,48.22233013511569
26.0,30.83826963857676
21.0,37.46339754860686
28.0,34.08170486726712
22.0,40.661212516479495
62.0,44.82660501026858
21.0,32.792365448449345
20.0,30.342757928096873
79.0,65.93813965928145
35.0,54.60915390607995
56.43805612594114,47.460555364187876
73.36,70.06671664486035
60.41067761806981,63.51669643283948
62.0,54.46564075583218
24.66,34.37608329158827
23.0,40.74771711188965
22.2,27.307128580143306
83.0,60.28286146425026
22.0,35.97473116405476
34.0,37.26720348151984
61.0,61.798243571690605
20.0,21.74367516167996
20.0,33.36670045632326
41.22929500342232,35.61238323240286
46.0,36.65860261239021
69.27583846680356,45.9420997361856
37.0,39.13494931180584
80.0,65.88227636409489
55.0,50.691021402161375
19.0,38.59920990571441
35.44695414099932,38.14144244864218
26.0,33.49508218723045
30.7,30.03256403983133
60.0,47.71202885530229
24.0,30.58801336505305
67.0,50.12988227021355
20.0,25.39948981727061
61.0,44.80298303406384
36.25,35.975466643203134
51.0,31.667139614802764
20.0,20.714852187717824
61.48665297741273,61.61250901267135
55.26,47.8367109126247
58.0,52.087468526215645
22.0,25.266494654979727
27.0,36.899617696437204
20.0,24.964498633922883
40.0,33.67575356214066
30.18206707734429,49.32715489698281
47.3,39.91773676376274
69.0,60.8761834725336
30.0,38.59722710032939
19.0,12.665319656690144
71.0,58.77792344064049
62.0,51.153113983528726
21.0,24.332317887715988
76.0,73.23086316292755
30.78,23.291293289848436
52.0,42.18481785225986
21.0,17.213733435697204
20.0,18.344831602942616
32.0,44.2811217636263
39.0,37.5655683071391
39.0,60.2931256388439
21.0,25.031897211382013
32.42436687200548,39.367314736101044
49.68,47.10071056589823
59.73,53.358536324756216
20.0,26.162988708504567
56.0,45.08003274250941
26.05,37.790360343375795
35.33,41.54886560112544
47.0,48.60238421389526
25.0,26.848738630486242
20.0,24.667711582653233
20.0,23.523743645393036
38.0,38.85461831066048
67.47,52.4872673332733
22.0,29.593982722167127
19.6,35.39154644947552
37.0,33.256167988921135
80.0,74.41857560363503
18.0,34.13791414419545
79.0,60.239184539937185
62.0,44.665394134077914
26.0,38.24745339335707
26.0,31.350144308755038
81.28,81.36061684903731
63.0,61.86643302974646
26.0,39.07159561924067
68.0,54.8933725628514
20.0,34.72165555630901
47.61,56.11249329069453
43.0,45.14469246054164
25.52,28.737308183478643
20.0,24.390353196935635
64.0,50.50385768458515
45.0,48.90145859792033
21.82,34.477774872801746
53.75,46.690469002246125
38.7,34.31209713252578
23.0,29.363543938598763
20.0,29.260192113579755
74.0,63.2573994138651
36.0,34.80206590424551
58.0,54.309445484169316
27.02,41.48906572648446
61.0,61.06987921684631
26.0,37.14503733575489
19.0,35.10608560054382
32.0,35.91894759827331
20.0,24.86389508703233
18.4,25.709092582310312
38.0,26.182964938402403
51.0,42.6771887944813
44.0,38.22513139331756
25.0,37.082565405112824
18.0,29.34428676514281
55.0,51.460497027008266
25.0,34.71624271333722
74.0,78.48567019676501
24.0,19.600569768892758
